ticker,sector
A,
AA,
AAL,
AAN,
AAON,
AAP,
AAPL,
AAT,
AB,
ABBV,
ABCB,
ABEO,
ABG,
ABM,
ABR,
ABT,
AC,
ACAD,
ACB,
ACEL,
ACES,
ACGL,
ACGLO,
ACHC,
ACI,
ACLS,
ACM,
ACN,
ACRX,
ACST,
ADAP,
ADBE,
ADC,
ADCT,
ADI,
ADM,
ADPT,
ADSK,
ADT,
ADTN,
ADUS,
ADXN,
AEE,
AEG,
AEHR,
AEIS,
AEL,
AEM,
AEO,
AEP,
AES,
AFG,
AFGD,
AFL,
AFYA,
AG,
AGCO,
AGE,
AGEN,
AGG,
AGI,
AGM,
AGM-A,
AGNC,
AGR,
AI,
AIG,
AIN,
AIR,
AIRG,
AIRT,
AIT,
AIV,
AIZ,
AKAM,
AKO-A,
AKO-B,
AKR,
AL,
ALB,
ALDX,
ALE,
ALG,
ALGN,
ALGT,
ALIM,
ALK,
ALKS,
ALL,
ALLE,
ALLO,
ALLT,
ALNY,
ALRS,
ALSN,
ALTR,
AM,
AMAL,
AMAT,
AMBA,
AMBC,
AMC,
AMD,
AME,
AMED,
AMEH,
AMG,
AMGN,
AMH,
AMLP,
AMN,
AMPE,
AMRC,
AMSC,
AMSWA,
AMT,
AMTX,
AMWD,
AMX,
AMZN,
AN,
ANDE,
ANET,
ANF,
ANGI,
ANGL,
ANIP,
ANSS,
ANY,
AOA,
AON,
AOR,
AP,
APA,
APD,
APDN,
APEI,
APH,
APLS,
APO,
APOG,
APPF,
APPN,
APPS,
APT,
APTV,
AR,
ARCB,
ARCC,
ARCH,
ARCO,
ARCT,
ARDC,
ARE,
AREC,
ARES,
ARGD,
ARGX,
ARI,
ARKG,
ARKK,
ARLO,
ARLP,
ARMK,
AROC,
AROW,
ARTLW,
ARWR,
ASB,
ASC,
ASET,
ASH,
ASHR,
ASIX,
ASM,
ASML,
ASPN,
ASTE,
ASUR,
ASYS,
ATHE,
ATHM,
ATHX,
ATI,
ATKR,
ATNI,
ATO,
ATOM,
ATOS,
ATR,
ATRA,
ATSG,
AUBN,
AUPH,
AVDL,
AVY,
AWI,
AXLA,
AXS,
AXTA,
B,
BA,
BABA,
BAH,
BAM,
BANC,
BAND,
BAP,
BATRK,
BAX,
BB,
BBDC,
BBDO,
BBEU,
BBH,
BBVA,
BBW,
BBY,
BC,
BCBP,
BCDAW,
BCE,
BCH,
BCO,
BCSF,
BE,
BECN,
BEN,
BEP,
BERY,
BEST,
BF,
BFIN,
BFST,
BG,
BGFV,
BGI,
BGNE,
BGS,
BH-A,
BHC,
BHFAL,
BHP,
BHVN,
BIDU,
BIG,
BIIB,
BIL,
BILI,
BILL,
BIP,
BIPC,
BJRI,
BK,
BKE,
BKH,
BKLN,
BKNG,
BKR,
BKTI,
BKU,
BLD,
BLDR,
BLMN,
BLNK,
BLUE,
BLX,
BMA,
BMI,
BMO,
BMRN,
BND,
BNDX,
BNGO,
BNO,
BNR,
BNS,
BNTX,
BOH,
BOKF,
BOOT,
BOTJ,
BOX,
BOXL,
BPMC,
BPRN,
BPT,
BPYPO,
BRBR,
BRC,
BRK,
BRKR,
BRLIU,
BRO,
BROGW,
BRX,
BSET,
BSIG,
BSM,
BSMQ,
BSMR,
BSX,
BTAI,
BTI,
BTU,
BUD,
BUSE,
BVN,
BWA,
BWAY,
BWXT,
BX,
BXC,
BXMT,
BXP,
BYD,
BYND,
BZH,
C,
CAAS,
CAC,
CACI,
CAG,
CAH,
CAKE,
CAL,
CALM,
CALT,
CALX,
CAN,
CANE,
CANF,
CAPR,
CAR,
CARG,
CARR,
CARS,
CASH,
CASY,
CAT,
CBAT,
CBFV,
CBOE,
CBRL,
CBSH,
CBT,
CBU,
CBZ,
CC,
CCAP,
CCB,
CCEP,
CCI,
CCJ,
CCK,
CCLP,
CCOI,
CCRN,
CCS,
CCZ,
CDAY,
CDE,
CDMO,
CDNS,
CDTX,
CDXS,
CE,
CEFD,
CEI,
CELH,
CENTA,
CENX,
CF,
CFB,
CFG,
CFR,
CG,
CGBD,
CGC,
CGNX,
CGRO,
CGW,
CHCI,
CHDN,
CHEF,
CHGG,
CHH,
CHIE,
CHMG,
CHN,
CHRS,
CHRW,
CHS,
CHTR,
CHUY,
CHWY,
CI,
CIB,
CIBR,
CIEN,
CIG-C,
CIGI,
CINF,
CIVB,
CL,
CLB,
CLF,
CLFD,
CLIR,
CLNE,
CLPR,
CLPT,
CLS,
CLSK,
CLSN,
CLW,
CLX,
CM,
CMBM,
CMC,
CMCSA,
CME,
CMF,
CMG,
CMI,
CMP,
CMRE,
CMRX,
CMS,
CNA,
CNF,
CNFR,
CNHI,
CNI,
CNK,
CNMD,
CNO,
CNP,
CNQ,
CNX,
COF,
COHR,
COKE,
COLB,
COLD,
COLL,
COLM,
COMM,
CONN,
COO,
COOP,
COP,
COPX,
COST,
COTY,
CP,
CPB,
CPE,
CPRI,
CPRT,
CPSI,
CPT,
CQQQ,
CR,
CRBP,
CRC,
CRD-A,
CRK,
CRL,
CRM,
CRMT,
CRNT,
CRNX,
CRON,
CRS,
CRSP,
CRT,
CRVL,
CRVS,
CRWD,
CRWS,
CSGP,
CSGS,
CSIQ,
CSL,
CSSE,
CSTL,
CSX,
CTLT,
CTMX,
CTRA,
CTRM,
CTRN,
CTSH,
CTVA,
CUBE,
CUBI,
CUE,
CUK,
CUZ,
CVCY,
CVE,
CVNA,
CVX,
CWCO,
CWK,
CWT,
CX,
CXW,
CYH,
CZR,
CZWI,
D,
DADA,
DAL,
DAN,
DAR,
DARE,
DAVA,
DB,
DBA,
DBC,
DBMF,
DBO,
DCI,
DCOMP,
DD,
DDD,
DDOG,
DDS,
DE,
DECK,
DELL,
DEO,
DES,
DFE,
DFIN,
DFS,
DGRO,
DGRW,
DGX,
DHCNL,
DHI,
DHR,
DIAX,
DIG,
DIS,
DISH,
DJCB,
DK,
DKL,
DKNG,
DKS,
DLNG,
DLTH,
DLTR,
DMB,
DMF,
DNN,
DNOV,
DOC,
DOCU,
DOG,
DOGZ,
DON,
DOOR,
DOV,
DOW,
DOX,
DPST,
DPZ,
DQ,
DRI,
DRQ,
DRRX,
DSGX,
DSL,
DSX,
DT,
DTD,
DTE,
DTH,
DTIL,
DUK,
DURA,
DVA,
DVN,
DWAS,
DXC,
DXCM,
DXJ,
DXPE,
DY,
DZSI,
E,
EA,
EAD,
EAOA,
EAOM,
EAOR,
EARN,
EAT,
EBAY,
EBMT,
EBON,
EBR,
EBR-B,
EBS,
ECL,
ED,
EDF,
EDIT,
EDU,
EDZ,
EEFT,
EEM,
EEX,
EFA,
EFC,
EFOI,
EFV,
EFX,
EGHT,
EGLE,
EGO,
EH,
EINC,
EIX,
EL,
ELF,
ELOX,
EMB,
EMD,
EME,
EML,
EMN,
EMQQ,
EMR,
ENB,
ENLC,
ENPH,
ENS,
ENSG,
ENVA,
EOG,
EPAM,
EPD,
EPM,
EPR,
EQ,
EQC,
EQNR,
EQR,
EQT,
EQWL,
EQX,
ERF,
ERIC,
ERII,
ERJ,
ERX,
ES,
ESEA,
ESEB,
ESG,
ESGRO,
ESI,
ESLT,
ESML,
ESNT,
ESPO,
ESS,
ESSA,
ESTC,
ETH,
ETN,
ETNB,
ETON,
ETR,
ETRN,
EURN,
EUSB,
EVC,
EVER,
EVGN,
EVN,
EVR,
EVRG,
EW,
EWBC,
EWC,
EWJ,
EWU,
EXAS,
EXC,
EXEL,
EXLS,
EXP,
EXPE,
EXPI,
EXPR,
EXR,
EYE,
EYPT,
EZJ,
EZM,
F,
FAB,
FAF,
FANG,
FANH,
FARM,
FAS,
FAST,
FAT,
FBIO,
FBNC,
FBP,
FC,
FCAP,
FCBC,
FCEL,
FCFS,
FCG,
FCNCA,
FCO,
FDEV,
FDS,
FDX,
FELE,
FENG,
FENY,
FEX,
FFEB,
FFIU,
FFIV,
FGBI,
FGEN,
FHI,
FHN,
FIBK,
FICO,
FINV,
FINX,
FIS,
FITB,
FITBO,
FIVE,
FIX,
FIXD,
FIZZ,
FKU,
FL,
FLCB,
FLEX,
FLNG,
FLNT,
FLO,
FLOT,
FLR,
FLS,
FLT,
FLV,
FM,
FMB,
FMC,
FMN,
FMNB,
FMS,
FMX,
FN,
FNB,
FND,
FNDA,
FNGS,
FNK,
FNKO,
FNV,
FOF,
FOLD,
FORR,
FOSL,
FOUR,
FOX,
FOXA,
FPX,
FR,
FRA,
FRBA,
FRME,
FRO,
FRT,
FSD,
FSFG,
FSK,
FSLR,
FSLY,
FSMB,
FSTR,
FSV,
FT,
FTCS,
FTDR,
FTEC,
FTFT,
FTGC,
FTI,
FTNT,
FTS,
FTV,
FTXN,
FTXO,
FUL,
FULT,
FUN,
FUSB,
FUTU,
FVCB,
FVD,
FXI,
FXR,
FXU,
FYX,
G,
GAA,
GAB,
GAINL,
GBCI,
GBDC,
GBLI,
GBX,
GCI,
GCO,
GDDY,
GDEN,
GDMA,
GDOT,
GDS,
GDX,
GE,
GECCM,
GEF,
GEL,
GEN,
GES,
GFI,
GFL,
GGB,
GGG,
GHC,
GIII,
GILD,
GIS,
GLD,
GLNG,
GLO,
GLPI,
GLTR,
GLW,
GM,
GME,
GMRE,
GMS,
GNE,
GNRC,
GNTX,
GNTY,
GOLD,
GOLF,
GOOD,
GOOG,
GPN,
GPOR,
GPRO,
GRMN,
GRP-U,
GRPN,
GS,
GSEE,
GSHD,
GSID,
GSK,
GSL,
GTEC,
GTN,
GTN-A,
GUNR,
GWRE,
GWW,
H,
HA,
HACK,
HAE,
HAIN,
HAL,
HALL,
HALO,
HARP,
HAS,
HASI,
HBAN,
HBI,
HCA,
HCRB,
HCXY,
HDMV,
HDV,
HE,
HEAR,
HEES,
HEFA,
HEI,
HELX,
HES,
HGV,
HI,
HIBB,
HIG,
HIMX,
HIW,
HL,
HLF,
HNRG,
HOG,
HOLX,
HONE,
HOOK,
HP,
HPE,
HPQ,
HQI,
HQY,
HR,
HRB,
HRL,
HRZN,
HSBC,
HSIC,
HSII,
HSON,
HST,
HTGC,
HTH,
HTHT,
HTLD,
HTLFP,
HUBB,
HUBG,
HUIZ,
HUM,
HUN,
HURC,
HUYA,
HVT,
HVT-A,
IAC,
IAG,
IAK,
IAU,
IBB,
IBTX,
ICE,
ICF,
INBKZ,
INCY,
INDB,
INFY,
INGR,
INO,
INOD,
INPX,
INSM,
INSW,
INTC,
KALA,
KC,
KE,
KELYA,
KELYB,
KERNW,
KEX,
KEY,
KFY,
KGC,
KGRN,
KHC,
KIE,
KIM,
KJUL,
KKR,
KLDO,
KLIC,
KLXE,
KMB,
KMPR,
KNDI,
KNX,
KO,
KOD,
KOP,
KOS,
KOSS,
KRE,
KRO,
KRP,
KRUS,
KSS,
KTB,
KTOS,
KWEB,
LAUR,
LAZ,
LAZY,
LCAHW,
LCUT,
LDOS,
LEG,
LEGH,
LEGN,
LEN,
LEU,
LEVI,
LGHLW,
LHX,
LIT,
LMB,
LMBS,
LNG,
LNN,
LPX,
LYRA,
M,
MAC,
MAIN,
MAN,
MANU,
MASI,
MCFT,
MCK,
MCO,
MD,
MDC,
MDGL,
MDRX,
MDT,
MEI,
MELI,
MFG,
MG,
MGA,
MGEE,
MGIC,
MGK,
MGM,
MGNI,
MGPI,
MGV,
MHK,
MHO,
MINT,
MITK,
MKC,
MKSI,
MKTX,
MLI,
MLM,
MMLP,
MMM,
MMS,
MMSI,
MMYT,
MNKD,
MNOV,
MNR,
MNRO,
MNST,
MOAT,
MOG-B,
MOGU,
MOMO,
MOO,
MOR,
MORF,
MORN,
MOS,
MOV,
MPAA,
MPLX,
MPW,
MRCC,
MRK,
MRNS,
MRO,
MRTX,
MRVL,
MS,
MSB,
MSBI,
MSC,
MSCI,
MSFT,
MSGS,
MSI,
MSM,
MSTR,
MT,
MTB,
MTCH,
MTD,
MTDR,
MTEM,
MTG,
MTH,
MTN,
MTR,
MTSI,
MTX,
MTZ,
MU,
MUB,
MUFG,
MUSA,
MUX,
MVBF,
MVIS,
MVO,
MX,
MXL,
MYGN,
MYO,
MYRG,
NAT,
NATH,
NAVI,
NBIX,
NBTB,
NC,
NCLH,
NCSM,
NDAQ,
NDSN,
NE,
NEAR,
NEE,
NEM,
NEON,
NEP,
NEPT,
NESR,
NET,
NEU,
NEWTI,
NEWTL,
NEXA,
NEXT,
NFE,
NFRA,
NG,
NGD,
NGM,
NHC,
NIE,
NIO,
NKE,
NKLA,
NKTR,
NL,
NLY,
NML,
NMRK,
NMT,
NNBR,
NOBL,
NOC,
NOG,
NOK,
NOMD,
NOV,
NOVA,
NOVT,
NOW,
NPO,
NREF,
NRG,
NSC,
NSIT,
NSSC,
NTAP,
NTB,
NTCT,
NTES,
NTGR,
NTLA,
NTR,
NTRA,
NTRS,
NUE,
NUMG,
NUMV,
NUS,
NVAX,
NVDA,
NVEE,
NVIV,
NVO,
NVR,
NVRO,
NVS,
NVST,
NVT,
NVTA,
NWE,
NWL,
NWPX,
NWSA,
NXE,
NXRT,
NXST,
NYCB,
NYMT,
NYMTN,
O,
OC,
OCFC,
OCFCP,
OCGN,
OCUL,
OCX,
ODFL,
OEC,
OEF,
OFG,
OFIX,
OGE,
OHI,
OI,
OII,
OKE,
OKTA,
OLED,
OLLI,
OLN,
OMER,
OMI,
ON,
ONB,
ONEV,
ONEW,
OOMA,
OPGN,
OPHC,
OPI,
OPINL,
OPK,
OPRA,
OPRT,
OPRX,
OPTN,
OR,
ORAN,
ORCL,
ORLY,
OSPN,
OTEX,
OVV,
OXLCM,
OXSQL,
OXSQZ,
OXY,
OZK,
PAAS,
PAG,
PAGS,
PAHC,
PAM,
PANL,
PANW,
PAR,
PARR,
PAVE,
PAVMZ,
PAYX,
PBA,
PBF,
PBHC,
PBI,
PBJ,
PBPB,
PBR,
PBR-A,
PBYI,
PCAR,
PCF,
PCG,
PCH,
PCRX,
PCTY,
PCVX,
PCYO,
PD,
PDBC,
PDCO,
PDD,
PDI,
PDM,
PEAK,
PEBO,
PEG,
PEGA,
PEJ,
PEN,
PENN,
PEP,
PETQ,
PFBC,
PFC,
PFF,
PFFL,
PFG,
PFS,
PFSI,
PGF,
PGNY,
PGR,
PGX,
PGZ,
PH,
PHG,
PHM,
PHO,
PHUN,
PINS,
PIO,
PIRS,
PJT,
PK,
PKG,
PKW,
PLAB,
PLAY,
PLD,
PLOW,
PLUG,
PLUS,
PLX,
PLXS,
PLYA,
PM,
PMAY,
PML,
PMT,
PNC,
PNFP,
PNM,
PNNT,
PNR,
PNTG,
PODD,
POL,
POOL,
POST,
POWI,
PPA,
PPBI,
PPC,
PPH,
PPHI,
PPLT,
PRA,
PRAA,
PRDO,
PRFT,
PRGO,
PRGS,
PRI,
PRK,
PRMW,
PRNT,
PRO,
PRPH,
PRPO,
